,time,gpu_load,gpu_free_mem,gpu_used_mem,loss
0,34.31262254714966,0.46181818181818185,18008.363636363636,6246.636363636364,0.0116388751193881
1,33.638341665267944,0.5072727272727273,17875.272727272728,6379.727272727273,0.0105720805004239
2,33.31548285484314,0.46181818181818185,18014.909090909092,6240.090909090909,0.0088140899315476
3,34.328986167907715,0.44090909090909086,18010.18181818182,6244.818181818182,0.0095461579039692
4,33.835341930389404,0.4454545454545455,18016.0,6239.0,0.0085278823971748
avg,std,min,max
33.88615503311157,0.46345454545454545,17984.945454545457,6270.054545454545,0.00981981717050072
0.438073659963298,0.02625683696874601,61.3913607403657,61.391360740365805,0.0012874727250331366
33.31548285484314,0.44090909090909086,17875.272727272728,6239.0,0.0085278823971748
34.328986167907715,0.5072727272727273,18016.0,6379.727272727273,0.0116388751193881
